   Point ID     ,  Hz.(º ' "),  V.(º ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
170             ,  186 22 27 ,   10 18 59,      4.316,      0.000,      0.000,       -0.086,       -0.768,      4.246
171             ,  352 04 07 ,   13 07 52,      4.360,      0.000,      0.000,       -0.137,        0.981,      4.246
172             ,  352 04 14 ,   23 34 21,      4.638,      0.000,      0.000,       -0.256,        1.837,      4.251
173             ,  328 34 56 ,   26 32 22,      4.790,      0.000,      0.000,       -1.116,        1.827,      4.286
174             ,  304 24 19 ,   21 08 51,      4.605,      0.000,      0.000,       -1.371,        0.939,      4.295
175             ,  264 43 21 ,   17 42 38,      4.511,      0.000,      0.000,       -1.366,       -0.126,      4.297
176             ,  230 04 45 ,   22 31 36,      4.654,      0.000,      0.000,       -1.367,       -1.144,      4.299
177             ,  224 42 50 ,   25 55 41,      4.783,      0.000,      0.000,       -1.472,       -1.486,      4.302
178             ,   29 32 16 ,  123 08 22,      2.436,      0.000,      0.000,        1.006,        1.775,     -1.332
179             ,   19 36 23 ,  126 20 27,      2.250,      0.000,      0.000,        0.608,        1.707,     -1.333
180             ,  351 05 57 ,  129 52 38,      2.089,      0.000,      0.000,       -0.248,        1.584,     -1.339
181             ,  332 35 17 ,  125 18 26,      2.321,      0.000,      0.000,       -0.872,        1.682,     -1.342
182             ,  320 27 18 ,  123 31 11,      2.427,      0.000,      0.000,       -1.288,        1.560,     -1.340
183             ,  303 06 49 ,  134 23 04,      1.920,      0.000,      0.000,       -1.149,        0.750,     -1.343
184             ,  332 01 49 ,  144 29 58,      1.648,      0.000,      0.000,       -0.449,        0.845,     -1.342
185             ,   17 11 41 ,  152 15 05,      1.509,      0.000,      0.000,        0.208,        0.671,     -1.336
186             ,   47 18 54 ,  147 48 32,      1.582,      0.000,      0.000,        0.620,        0.572,     -1.339
187             ,  283 50 05 ,  148 42 26,      1.569,      0.000,      0.000,       -0.791,        0.195,     -1.341
188             ,  258 02 04 ,  135 24 37,      1.884,      0.000,      0.000,       -1.294,       -0.274,     -1.341
189             ,  234 53 59 ,  143 18 38,      1.670,      0.000,      0.000,       -0.816,       -0.574,     -1.339
190             ,  183 29 07 ,  142 17 20,      1.700,      0.000,      0.000,       -0.063,       -1.038,     -1.345
191             ,  206 38 06 ,  133 58 31,      1.932,      0.000,      0.000,       -0.623,       -1.243,     -1.341
192             ,  187 44 47 ,   87 37 03,      5.260,      0.000,      0.000,       -0.708,       -5.207,      0.219
193             ,  117 46 22 ,  101 08 30,      1.346,      0.000,      0.000,        1.168,       -0.615,     -0.260
194             ,   57 05 24 ,   98 15 58,      1.964,      0.000,      0.000,        1.632,        1.056,     -0.282
195             ,    0 00 48 ,   89 44 26,      1.952,      0.000,      0.000,        0.000,        1.952,      0.009
