   Point ID     ,  Hz.(º ' "),  V.(º ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
M               ,    0 00 00 ,   89 45 02,          0,      0.000,      0.000,            0,            0,          0
2               ,  359 59 59 ,   89 45 02,      2.172,      0.000,      0.000,       -0.000,        2.172,      0.009
3               ,  294 05 50 ,   97 30 25,      5.344,      0.000,      0.000,       -4.836,        2.163,     -0.698
4               ,  294 05 51 ,   88 37 51,      5.309,      0.000,      0.000,       -4.845,        2.167,      0.127
5               ,  294 14 45 ,   80 17 24,      5.366,      0.000,      0.000,       -4.823,        2.172,      0.905
6               ,  294 14 48 ,   69 44 17,      5.638,      0.000,      0.000,       -4.822,        2.172,      1.952
7               ,  294 14 52 ,   61 07 03,      6.054,      0.000,      0.000,       -4.834,        2.177,      2.924
8               ,  294 14 47 ,   53 16 11,      6.647,      0.000,      0.000,       -4.857,        2.188,      3.975
9               ,  308 01 56 ,  107 05 24,      3.685,      0.000,      0.000,       -2.774,        2.170,     -1.083
10              ,  308 01 54 ,   91 35 03,      3.537,      0.000,      0.000,       -2.785,        2.178,     -0.098
11              ,  308 01 50 ,   77 29 06,      3.617,      0.000,      0.000,       -2.781,        2.175,      0.784
12              ,  308 01 52 ,   61 08 46,      4.033,      0.000,      0.000,       -2.782,        2.176,      1.946
13              ,  308 01 53 ,   50 09 24,      4.611,      0.000,      0.000,       -2.789,        2.181,      2.954
14              ,  308 01 52 ,   40 12 04,      5.506,      0.000,      0.000,       -2.799,        2.189,      4.205
15              ,  318 36 31 ,   34 59 06,      5.086,      0.000,      0.000,       -1.928,        2.188,      4.167
16              ,  318 36 26 ,   42 22 33,      4.322,      0.000,      0.000,       -1.926,        2.185,      3.193
17              ,  318 36 28 ,   52 57 55,      3.646,      0.000,      0.000,       -1.925,        2.184,      2.196
18              ,  318 36 30 ,   71 23 34,      3.066,      0.000,      0.000,       -1.921,        2.180,      0.978
19              ,  318 36 29 ,   90 19 46,      2.897,      0.000,      0.000,       -1.916,        2.174,     -0.017
20              ,  318 36 32 ,  112 30 27,      3.125,      0.000,      0.000,       -1.909,        2.166,     -1.196
21              ,  337 13 13 ,  116 16 07,      2.614,      0.000,      0.000,       -0.908,        2.162,     -1.157
22              ,  337 13 13 ,   90 49 35,      2.357,      0.000,      0.000,       -0.913,        2.173,     -0.034
23              ,  337 13 14 ,   67 35 01,      2.559,      0.000,      0.000,       -0.916,        2.181,      0.976
24              ,  337 13 19 ,   48 58 13,      3.117,      0.000,      0.000,       -0.910,        2.168,      2.046
25              ,  337 13 15 ,   37 49 07,      3.875,      0.000,      0.000,       -0.920,        2.190,      3.061
26              ,  337 13 20 ,   29 32 53,      4.810,      0.000,      0.000,       -0.918,        2.187,      4.185
27              ,    0 26 06 ,   27 54 07,      4.670,      0.000,      0.000,        0.017,        2.185,      4.127
28              ,    0 26 07 ,   37 32 42,      3.594,      0.000,      0.000,        0.017,        2.190,      2.849
29              ,    0 26 08 ,   50 42 18,      2.818,      0.000,      0.000,        0.017,        2.181,      1.785
30              ,    0 26 05 ,   65 06 02,      2.401,      0.000,      0.000,        0.017,        2.178,      1.011
31              ,    0 26 05 ,   81 18 04,      2.201,      0.000,      0.000,        0.017,        2.176,      0.333
32              ,    0 26 09 ,  102 26 00,      2.219,      0.000,      0.000,        0.016,        2.167,     -0.478
33              ,    0 26 17 ,  118 04 23,      2.445,      0.000,      0.000,        0.017,        2.157,     -1.151
34              ,   26 02 17 ,  115 53 09,      2.667,      0.000,      0.000,        1.053,        2.156,     -1.164
35              ,   26 02 15 ,   92 42 09,      2.402,      0.000,      0.000,        1.053,        2.156,     -0.113
36              ,   26 02 19 ,   66 52 54,      2.628,      0.000,      0.000,        1.061,        2.171,      1.032
37              ,   26 02 22 ,   51 04 10,      3.102,      0.000,      0.000,        1.059,        2.168,      1.949
38              ,   26 02 19 ,   38 43 58,      3.886,      0.000,      0.000,        1.067,        2.184,      3.031
39              ,   26 02 29 ,   31 04 40,      4.717,      0.000,      0.000,        1.069,        2.188,      4.040
40              ,   42 04 23 ,   36 40 26,      4.931,      0.000,      0.000,        1.973,        2.186,      3.955
41              ,   42 04 22 ,   47 44 11,      3.965,      0.000,      0.000,        1.966,        2.178,      2.666
42              ,   43 12 10 ,   58 47 27,      3.485,      0.000,      0.000,        2.040,        2.172,      1.806
43              ,   40 44 39 ,   76 22 14,      2.934,      0.000,      0.000,        1.861,        2.160,      0.691
44              ,   40 44 48 ,   88 22 25,      2.853,      0.000,      0.000,        1.862,        2.161,      0.081
45              ,   40 44 58 ,  113 02 25,      3.089,      0.000,      0.000,        1.856,        2.154,     -1.209
46              ,   49 42 25 ,  108 23 39,      3.501,      0.000,      0.000,        2.534,        2.149,     -1.105
47              ,   49 42 17 ,   99 47 29,      3.372,      0.000,      0.000,        2.534,        2.149,     -0.573
48              ,   49 42 24 ,   81 42 05,      3.374,      0.000,      0.000,        2.546,        2.159,      0.487
49              ,   49 42 24 ,   72 24 25,      3.510,      0.000,      0.000,        2.552,        2.164,      1.061
50              ,   49 42 18 ,   51 41 06,      4.283,      0.000,      0.000,        2.563,        2.173,      2.656
51              ,   49 42 19 ,   40 30 46,      5.196,      0.000,      0.000,        2.575,        2.183,      3.950
52              ,   58 50 49 ,   46 55 36,      5.776,      0.000,      0.000,        3.611,        2.183,      3.945
53              ,   58 50 31 ,   56 42 18,      5.017,      0.000,      0.000,        3.589,        2.170,      2.754
54              ,   58 01 03 ,   78 41 35,      4.149,      0.000,      0.000,        3.451,        2.155,      0.813
55              ,   58 01 04 ,   89 08 29,      4.055,      0.000,      0.000,        3.439,        2.148,      0.061
56              ,   62 16 14 ,   79 08 54,      4.711,      0.000,      0.000,        4.096,        2.153,      0.887
57              ,   63 23 30 ,   69 05 47,      5.171,      0.000,      0.000,        4.319,        2.164,      1.845
58              ,   63 23 21 ,   64 38 33,      5.337,      0.000,      0.000,        4.312,        2.160,      2.286
59              ,   63 36 03 ,   58 28 31,      5.738,      0.000,      0.000,        4.381,        2.175,      3.000
60              ,   63 36 16 ,   52 14 47,      6.204,      0.000,      0.000,        4.394,        2.181,      3.799
61              ,   67 58 52 ,   57 04 03,      6.954,      0.000,      0.000,        5.411,        2.188,      3.781
62              ,   67 40 41 ,   61 09 24,      6.558,      0.000,      0.000,        5.314,        2.182,      3.163
63              ,   66 35 18 ,   66 42 42,      5.926,      0.000,      0.000,        4.995,        2.163,      2.343
64              ,   55 43 12 ,  108 37 37,      3.663,      0.000,      0.000,        2.868,        1.955,     -1.170
65              ,   58 57 28 ,  100 34 30,      3.855,      0.000,      0.000,        3.247,        1.954,     -0.707
66              ,   60 58 24 ,   94 10 08,      4.101,      0.000,      0.000,        3.576,        1.985,     -0.298
67              ,   64 19 30 ,   87 25 45,      4.332,      0.000,      0.000,        3.901,        1.875,      0.194
68              ,   65 16 30 ,   80 39 59,      4.815,      0.000,      0.000,        4.316,        1.987,      0.781
