Point ID     ,  Hz.(� ' "),  V.(� ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
ADG             ,  359 59 59 ,   88 47 46,          0,      0.000,      0.000,            0,            0,          0
2               ,    0 02 32 ,   88 48 59,      1.908,      0.000,      0.000,        0.001,        1.907,      0.039
3               ,  244 17 24 ,  138 44 45,      1.815,      0.000,      0.000,       -1.078,       -0.519,     -1.364
4               ,  321 11 20 ,  117 33 17,      2.777,      0.000,      0.000,       -1.543,        1.918,     -1.285
5               ,  321 11 16 ,  102 35 59,      2.521,      0.000,      0.000,       -1.542,        1.917,     -0.550
6               ,  321 11 18 ,   86 28 09,      2.462,      0.000,      0.000,       -1.540,        1.914,      0.152
7               ,  321 11 23 ,   71 16 15,      2.603,      0.000,      0.000,       -1.545,        1.921,      0.836
8               ,  321 11 29 ,   55 57 57,      2.972,      0.000,      0.000,       -1.544,        1.919,      1.663
9               ,  321 11 23 ,   44 01 03,      3.544,      0.000,      0.000,       -1.544,        1.919,      2.549
10              ,  320 59 26 ,   26 19 31,      5.504,      0.000,      0.000,       -1.536,        1.897,      4.933
11              ,  320 57 57 ,   26 19 43,      5.504,      0.000,      0.000,       -1.537,        1.896,      4.933
12              ,  336 26 11 ,  122 11 18,      2.475,      0.000,      0.000,       -0.837,        1.920,     -1.318
13              ,  336 26 10 ,  107 29 45,      2.194,      0.000,      0.000,       -0.836,        1.918,     -0.659
14              ,  336 26 18 ,   86 54 28,      2.086,      0.000,      0.000,       -0.833,        1.909,      0.113
15              ,  336 26 20 ,   70 00 04,      2.220,      0.000,      0.000,       -0.834,        1.912,      0.759
16              ,  336 26 25 ,   52 42 07,      2.621,      0.000,      0.000,       -0.833,        1.911,      1.588
17              ,  336 26 14 ,   40 21 13,      3.228,      0.000,      0.000,       -0.836,        1.916,      2.460
18              ,  357 51 37 ,  124 21 44,      2.314,      0.000,      0.000,       -0.071,        1.909,     -1.306
19              ,  357 51 39 ,  107 32 21,      2.010,      0.000,      0.000,       -0.072,        1.915,     -0.606
20              ,  357 51 36 ,   89 21 41,      1.910,      0.000,      0.000,       -0.071,        1.909,      0.021
21              ,  357 51 44 ,   69 59 28,      2.028,      0.000,      0.000,       -0.071,        1.904,      0.694
22              ,  357 51 51 ,   52 41 15,      2.394,      0.000,      0.000,       -0.071,        1.902,      1.451
23              ,  357 51 44 ,   38 01 41,      3.098,      0.000,      0.000,       -0.071,        1.907,      2.440
24              ,   15 44 36 ,  122 10 43,      2.339,      0.000,      0.000,        0.537,        1.905,     -1.246
25              ,   15 44 41 ,  104 18 10,      2.046,      0.000,      0.000,        0.538,        1.908,     -0.505
26              ,   15 44 41 ,   86 25 55,      1.986,      0.000,      0.000,        0.538,        1.908,      0.124
27              ,   15 44 41 ,   69 45 06,      2.109,      0.000,      0.000,        0.537,        1.904,      0.730
28              ,   15 44 48 ,   52 58 30,      2.474,      0.000,      0.000,        0.536,        1.901,      1.490
29              ,   15 44 47 ,   40 18 55,      3.055,      0.000,      0.000,        0.536,        1.902,      2.329
30              ,   31 21 29 ,  118 07 50,      2.529,      0.000,      0.000,        1.161,        1.904,     -1.192
31              ,   31 21 27 ,  103 11 42,      2.293,      0.000,      0.000,        1.162,        1.906,     -0.523
32              ,   31 21 32 ,   87 36 12,      2.229,      0.000,      0.000,        1.159,        1.902,      0.093
33              ,   31 21 36 ,   72 54 35,      2.328,      0.000,      0.000,        1.158,        1.900,      0.684
34              ,   31 21 39 ,   56 23 59,      2.671,      0.000,      0.000,        1.158,        1.900,      1.478
35              ,   31 21 37 ,   44 01 45,      3.196,      0.000,      0.000,        1.156,        1.897,      2.298
36              ,   41 20 26 ,  107 37 30,      2.660,      0.000,      0.000,        1.675,        1.904,     -0.806
37              ,   42 41 55 ,   86 49 39,      2.585,      0.000,      0.000,        1.750,        1.897,      0.143
38              ,   46 49 49 ,   86 49 39,      2.766,      0.000,      0.000,        2.014,        1.890,      0.153
39              ,   46 50 04 ,   74 03 40,      2.865,      0.000,      0.000,        2.009,        1.884,      0.787
40              ,   46 56 26 ,   63 00 15,      3.086,      0.000,      0.000,        2.009,        1.878,      1.401
41              ,   49 07 48 ,   55 13 13,      3.487,      0.000,      0.000,        2.166,        1.874,      1.989
42              ,   49 07 13 ,   49 02 35,      3.797,      0.000,      0.000,        2.168,        1.877,      2.489
43              ,   42 50 16 ,   47 11 57,      3.512,      0.000,      0.000,        1.752,        1.890,      2.386
44              ,   42 50 17 ,   55 42 42,      3.111,      0.000,      0.000,        1.748,        1.885,      1.753
45              ,   42 50 21 ,   69 57 11,      2.750,      0.000,      0.000,        1.756,        1.894,      0.943
46              ,   42 50 32 ,   76 37 57,      2.656,      0.000,      0.000,        1.757,        1.895,      0.614
47              ,    0 27 22 ,  110 41 33,      2.046,      0.000,      0.000,        0.015,        1.914,     -0.723
48              ,   20 43 57 ,  104 06 23,      2.103,      0.000,      0.000,        0.722,        1.908,     -0.513
49              ,  321 48 28 ,  111 48 27,      2.624,      0.000,      0.000,       -1.506,        1.915,     -0.975
50              ,   39 44 47 ,  121 42 57,      2.664,      0.000,      0.000,        1.449,        1.743,     -1.401
51              ,   42 11 58 ,  113 58 11,      2.669,      0.000,      0.000,        1.638,        1.807,     -1.084
52              ,   45 23 03 ,  105 47 36,      2.651,      0.000,      0.000,        1.816,        1.792,     -0.721
53              ,   55 38 47 ,  109 12 14,      2.203,      0.000,      0.000,        1.717,        1.174,     -0.725
54              ,   52 15 10 ,  119 53 46,      2.211,      0.000,      0.000,        1.516,        1.173,     -1.102
55              ,   52 14 51 ,  132 31 12,      2.128,      0.000,      0.000,        1.240,        0.960,     -1.438
56              ,   62 56 06 ,  121 33 56,      1.929,      0.000,      0.000,        1.464,        0.748,     -1.010
57              ,   64 52 47 ,  112 28 19,      1.927,      0.000,      0.000,        1.612,        0.756,     -0.737
58              ,   76 36 54 ,  140 58 09,      1.774,      0.000,      0.000,        1.087,        0.259,     -1.378
59              ,   78 54 48 ,  124 41 32,      1.697,      0.000,      0.000,        1.369,        0.268,     -0.966
60              ,   82 09 54 ,  114 48 01,      1.670,      0.000,      0.000,        1.502,        0.207,     -0.700
61              ,  107 35 51 ,  140 59 28,      1.672,      0.000,      0.000,        1.003,       -0.318,     -1.299
62              ,  103 33 11 ,  126 52 47,      1.589,      0.000,      0.000,        1.236,       -0.298,     -0.954
63              ,  103 33 16 ,  115 42 38,      1.577,      0.000,      0.000,        1.381,       -0.333,     -0.684
64              ,  121 15 24 ,  113 16 25,      1.653,      0.000,      0.000,        1.298,       -0.788,     -0.653
