   Point ID     ,  Hz.(º ' "),  V.(º ' "),Slope Dist.(m),Refl.Ht.(m),Inst.Ht.(m),Easting(m),  Northing(m),  Height(m)
ADG             ,  359 59 59 ,   90 01 07,          0,      0.000,      0.000,            0,            0,          0
2               ,  359 58 58 ,   90 01 42,      7.652,      0.000,      0.000,       -0.002,        7.652,     -0.004
3               ,  332 05 37 ,  132 42 12,      2.103,      0.000,      0.000,       -0.723,        1.366,     -1.426
4               ,  328 46 54 ,   12 40 16,      7.034,      0.000,      0.000,       -0.800,        1.320,      6.863
5               ,   19 41 00 ,   93 29 33,      7.415,      0.000,      0.000,        2.493,        6.969,     -0.452
6               ,   19 41 00 ,   86 39 03,      7.416,      0.000,      0.000,        2.494,        6.971,      0.433
7               ,   19 40 56 ,   77 44 39,      7.585,      0.000,      0.000,        2.496,        6.979,      1.610
8               ,   19 40 59 ,   69 25 52,      7.916,      0.000,      0.000,        2.496,        6.978,      2.781
9               ,   19 13 53 ,   59 32 55,      8.580,      0.000,      0.000,        2.436,        6.984,      4.348
10              ,   18 10 42 ,   56 49 20,      8.776,      0.000,      0.000,        2.292,        6.979,      4.803
11              ,   18 10 45 ,   60 53 02,      8.406,      0.000,      0.000,        2.291,        6.977,      4.090
12              ,   18 18 25 ,   71 46 23,      7.737,      0.000,      0.000,        2.308,        6.977,      2.420
13              ,   18 18 25 ,   80 38 42,      7.444,      0.000,      0.000,        2.307,        6.974,      1.210
14              ,   18 33 14 ,   85 07 11,      7.380,      0.000,      0.000,        2.340,        6.971,      0.628
15              ,   18 33 15 ,   92 02 47,      7.354,      0.000,      0.000,        2.339,        6.967,     -0.263
16              ,   18 33 15 ,   97 53 27,      7.416,      0.000,      0.000,        2.338,        6.964,     -1.018
17              ,    9 27 30 ,  100 36 32,      7.168,      0.000,      0.000,        1.158,        6.950,     -1.320
18              ,    9 27 35 ,   91 02 14,      7.049,      0.000,      0.000,        1.158,        6.952,     -0.128
19              ,    9 27 35 ,   80 17 21,      7.152,      0.000,      0.000,        1.159,        6.954,      1.206
20              ,    9 27 40 ,   73 01 20,      7.376,      0.000,      0.000,        1.160,        6.958,      2.154
21              ,    9 27 42 ,   63 45 41,      7.866,      0.000,      0.000,        1.160,        6.960,      3.478
22              ,    9 27 26 ,   56 40 55,      8.447,      0.000,      0.000,        1.160,        6.963,      4.640
23              ,    6 23 17 ,   46 03 03,      9.745,      0.000,      0.000,        0.781,        6.972,      6.763
24              ,    6 23 01 ,   53 19 36,      8.738,      0.000,      0.000,        0.779,        6.965,      5.219
25              ,    6 23 23 ,   61 18 14,      7.982,      0.000,      0.000,        0.779,        6.958,      3.833
26              ,    6 23 19 ,   69 53 41,      7.453,      0.000,      0.000,        0.779,        6.955,      2.562
27              ,    6 23 20 ,   79 31 21,      7.114,      0.000,      0.000,        0.778,        6.952,      1.294
28              ,    6 23 19 ,   88 59 40,      6.994,      0.000,      0.000,        0.778,        6.949,      0.123
29              ,    6 23 28 ,   99 57 41,      7.096,      0.000,      0.000,        0.778,        6.946,     -1.228
30              ,  356 47 21 ,  100 41 18,      7.072,      0.000,      0.000,       -0.389,        6.938,     -1.312
31              ,  356 47 25 ,   88 56 20,      6.951,      0.000,      0.000,       -0.389,        6.939,      0.129
32              ,  356 47 28 ,   77 34 10,      7.121,      0.000,      0.000,       -0.389,        6.943,      1.533
33              ,  355 38 30 ,   67 03 18,      7.568,      0.000,      0.000,       -0.530,        6.949,      2.951
34              ,  355 38 43 ,   57 18 18,      8.288,      0.000,      0.000,       -0.530,        6.955,      4.477
35              ,  355 38 44 ,   50 17 12,      9.075,      0.000,      0.000,       -0.530,        6.960,      5.798
36              ,  355 38 18 ,   46 13 14,      9.671,      0.000,      0.000,       -0.531,        6.962,      6.691
37              ,  353 00 19 ,   46 13 21,      9.701,      0.000,      0.000,       -0.853,        6.952,      6.711
38              ,  353 00 16 ,   52 03 55,      8.879,      0.000,      0.000,       -0.853,        6.951,      5.459
39              ,  353 00 16 ,   62 01 12,      7.926,      0.000,      0.000,       -0.852,        6.947,      3.718
40              ,  353 00 17 ,   73 55 44,      7.281,      0.000,      0.000,       -0.852,        6.944,      2.016
41              ,  353 00 19 ,   85 32 08,      7.019,      0.000,      0.000,       -0.852,        6.946,      0.546
42              ,  353 18 43 ,  100 52 52,      7.116,      0.000,      0.000,       -0.814,        6.940,     -1.343
43              ,  343 47 29 ,   98 07 45,      7.281,      0.000,      0.000,       -2.012,        6.921,     -1.030
44              ,  343 47 30 ,   88 35 46,      7.210,      0.000,      0.000,       -2.012,        6.921,      0.177
45              ,  343 47 26 ,   77 50 04,      7.378,      0.000,      0.000,       -2.013,        6.925,      1.555
46              ,  343 47 36 ,   67 50 57,      7.789,      0.000,      0.000,       -2.013,        6.927,      2.937
47              ,  343 47 38 ,   60 04 22,      8.330,      0.000,      0.000,       -2.015,        6.933,      4.156
48              ,  343 23 08 ,   52 59 17,      9.061,      0.000,      0.000,       -2.069,        6.933,      5.454
49              ,  343 22 53 ,   47 20 48,      9.839,      0.000,      0.000,       -2.070,        6.934,      6.667
50              ,  340 44 23 ,   47 45 52,      9.914,      0.000,      0.000,       -2.421,        6.930,      6.664
51              ,  340 44 30 ,   56 11 40,      8.830,      0.000,      0.000,       -2.420,        6.926,      4.913
52              ,  340 44 27 ,   64 41 51,      8.113,      0.000,      0.000,       -2.419,        6.924,      3.467
53              ,  340 44 29 ,   74 54 34,      7.594,      0.000,      0.000,       -2.418,        6.922,      1.977
54              ,  340 44 27 ,   85 25 54,      7.355,      0.000,      0.000,       -2.418,        6.922,      0.586
55              ,  340 44 31 ,   98 06 52,      7.403,      0.000,      0.000,       -2.417,        6.919,     -1.045
56              ,  329 45 22 ,   92 11 54,      7.977,      0.000,      0.000,       -4.015,        6.886,     -0.306
57              ,  332 42 01 ,   57 18 35,      9.208,      0.000,      0.000,       -3.554,        6.886,      4.973
58              ,  332 41 52 ,   49 08 25,     10.247,      0.000,      0.000,       -3.555,        6.887,      6.704
59              ,   14 14 54 ,   99 32 19,      8.025,      0.000,      0.000,        1.948,        7.670,     -1.330
60              ,   14 14 56 ,   90 41 37,      7.918,      0.000,      0.000,        1.949,        7.674,     -0.096
61              ,   14 14 55 ,   82 08 42,      7.997,      0.000,      0.000,        1.950,        7.679,      1.093
62              ,   14 14 50 ,   72 43 31,      8.299,      0.000,      0.000,        1.950,        7.681,      2.464
63              ,   14 14 47 ,   65 20 35,      8.721,      0.000,      0.000,        1.951,        7.682,      3.638
64              ,   14 14 36 ,   58 06 32,      9.338,      0.000,      0.000,        1.951,        7.685,      4.934
65              ,   11 34 46 ,   58 05 17,      9.233,      0.000,      0.000,        1.573,        7.678,      4.881
66              ,   11 34 44 ,   65 03 23,      8.642,      0.000,      0.000,        1.573,        7.677,      3.645
67              ,   11 34 48 ,   73 36 33,      8.165,      0.000,      0.000,        1.572,        7.674,      2.304
68              ,   11 34 48 ,   83 17 19,      7.883,      0.000,      0.000,        1.572,        7.670,      0.921
69              ,   11 34 48 ,   92 56 53,      7.835,      0.000,      0.000,        1.571,        7.665,     -0.403
70              ,   11 34 51 ,  100 03 55,      7.948,      0.000,      0.000,        1.571,        7.666,     -1.389
71              ,    2 41 06 ,  100 03 43,      7.784,      0.000,      0.000,        0.359,        7.656,     -1.360
72              ,    2 41 12 ,   91 05 09,      7.668,      0.000,      0.000,        0.359,        7.658,     -0.145
73              ,    2 41 12 ,   81 34 29,      7.755,      0.000,      0.000,        0.360,        7.663,      1.136
74              ,    2 41 15 ,   72 40 18,      8.040,      0.000,      0.000,        0.360,        7.667,      2.395
75              ,    2 41 12 ,   63 06 41,      8.612,      0.000,      0.000,        0.360,        7.672,      3.895
76              ,    2 41 12 ,   57 39 13,      9.096,      0.000,      0.000,        0.360,        7.676,      4.867
77              ,    2 41 13 ,   48 43 23,     10.233,      0.000,      0.000,        0.361,        7.682,      6.750
78              ,  359 31 39 ,   48 43 22,     10.220,      0.000,      0.000,       -0.063,        7.681,      6.742
79              ,  359 31 34 ,   56 07 31,      9.244,      0.000,      0.000,       -0.063,        7.675,      5.153
80              ,  359 31 38 ,   64 50 50,      8.470,      0.000,      0.000,       -0.063,        7.666,      3.600
81              ,  359 40 39 ,   73 30 01,      7.987,      0.000,      0.000,       -0.043,        7.658,      2.268
82              ,  359 58 07 ,   83 12 38,      7.706,      0.000,      0.000,       -0.004,        7.652,      0.911
83              ,  359 58 07 ,   91 17 55,      7.654,      0.000,      0.000,       -0.004,        7.652,     -0.173
84              ,  359 58 08 ,   99 27 14,      7.757,      0.000,      0.000,       -0.004,        7.652,     -1.274
85              ,  350 49 41 ,   96 36 47,      7.795,      0.000,      0.000,       -1.234,        7.644,     -0.898
86              ,  350 49 47 ,   88 29 36,      7.749,      0.000,      0.000,       -1.234,        7.647,      0.204
87              ,  350 49 50 ,   79 47 38,      7.874,      0.000,      0.000,       -1.235,        7.650,      1.395
88              ,  350 49 52 ,   69 16 21,      8.287,      0.000,      0.000,       -1.235,        7.652,      2.933
89              ,  350 49 55 ,   62 14 14,      8.759,      0.000,      0.000,       -1.235,        7.651,      4.080
90              ,  350 49 53 ,   55 18 05,      9.432,      0.000,      0.000,       -1.236,        7.655,      5.369
91              ,  350 39 14 ,   48 58 02,     10.290,      0.000,      0.000,       -1.261,        7.659,      6.755
92              ,  348 03 05 ,   49 07 41,     10.344,      0.000,      0.000,       -1.619,        7.652,      6.769
93              ,  348 03 03 ,   53 54 50,      9.678,      0.000,      0.000,       -1.619,        7.651,      5.700
94              ,  348 03 03 ,   60 19 19,      8.999,      0.000,      0.000,       -1.619,        7.650,      4.456
95              ,  348 03 05 ,   68 29 15,      8.403,      0.000,      0.000,       -1.618,        7.648,      3.081
96              ,  348 03 06 ,   77 31 38,      8.001,      0.000,      0.000,       -1.617,        7.643,      1.728
97              ,  348 03 06 ,   87 25 13,      7.817,      0.000,      0.000,       -1.617,        7.640,      0.352
98              ,  348 03 08 ,   97 34 00,      7.877,      0.000,      0.000,       -1.616,        7.639,     -1.037
99              ,  339 26 29 ,   97 29 34,      8.216,      0.000,      0.000,       -2.861,        7.627,     -1.071
100             ,  339 26 33 ,   89 23 03,      8.143,      0.000,      0.000,       -2.859,        7.624,      0.087
101             ,  339 26 33 ,   78 50 29,      8.297,      0.000,      0.000,       -2.859,        7.622,      1.606
102             ,  339 26 33 ,   70 17 30,      8.650,      0.000,      0.000,       -2.859,        7.624,      2.917
103             ,  339 26 32 ,   61 31 50,      9.262,      0.000,      0.000,       -2.859,        7.624,      4.415
104             ,  339 26 34 ,   54 57 33,      9.949,      0.000,      0.000,       -2.860,        7.627,      5.712
105             ,  339 26 32 ,   50 44 41,     10.521,      0.000,      0.000,       -2.861,        7.628,      6.657
106             ,  337 04 15 ,   51 00 17,     10.641,      0.000,      0.000,       -3.222,        7.617,      6.696
107             ,  337 04 08 ,   58 19 51,      9.714,      0.000,      0.000,       -3.221,        7.614,      5.100
108             ,  337 04 10 ,   67 51 41,      8.925,      0.000,      0.000,       -3.221,        7.614,      3.364
109             ,  337 04 08 ,   76 40 13,      8.497,      0.000,      0.000,       -3.221,        7.614,      1.959
110             ,  337 04 10 ,   86 19 24,      8.287,      0.000,      0.000,       -3.222,        7.616,      0.531
111             ,  337 04 13 ,   92 19 37,      8.283,      0.000,      0.000,       -3.225,        7.622,     -0.336
112             ,   20 26 59 ,   94 13 53,      7.253,      0.000,      0.000,        2.527,        6.778,     -0.535
113             ,   29 24 43 ,   96 03 37,      5.225,      0.000,      0.000,        2.551,        4.526,     -0.552
114             ,   44 24 43 ,   98 02 23,      3.727,      0.000,      0.000,        2.582,        2.636,     -0.521
115             ,   68 57 08 ,  100 55 13,      2.831,      0.000,      0.000,        2.594,        0.998,     -0.536
116             ,   99 18 17 ,  101 09 29,      2.693,      0.000,      0.000,        2.607,       -0.427,     -0.521
117             ,   99 54 52 ,  109 26 10,      2.668,      0.000,      0.000,        2.478,       -0.433,     -0.888
118             ,   73 51 17 ,  109 26 11,      2.723,      0.000,      0.000,        2.467,        0.714,     -0.906
119             ,   51 16 34 ,  106 24 34,      3.277,      0.000,      0.000,        2.452,        1.966,     -0.926
120             ,   35 57 56 ,  103 12 36,      4.227,      0.000,      0.000,        2.417,        3.331,     -0.966
121             ,   27 46 25 ,  100 26 23,      5.271,      0.000,      0.000,        2.415,        4.586,     -0.955
122             ,   19 27 43 ,   97 07 51,      7.268,      0.000,      0.000,        2.403,        6.800,     -0.902
123             ,   18 02 27 ,  100 35 57,      7.367,      0.000,      0.000,        2.243,        6.886,     -1.355
124             ,   26 32 46 ,  104 31 20,      5.276,      0.000,      0.000,        2.283,        4.569,     -1.323
125             ,   38 14 38 ,  110 11 06,      3.925,      0.000,      0.000,        2.281,        2.893,     -1.354
126             ,   58 06 26 ,  116 23 19,      3.033,      0.000,      0.000,        2.307,        1.435,     -1.348
127             ,   84 28 49 ,  119 34 37,      2.689,      0.000,      0.000,        2.328,        0.225,     -1.327
128             ,  101 28 40 ,  119 35 00,      2.722,      0.000,      0.000,        2.320,       -0.471,     -1.344
129             ,  112 48 32 ,  119 35 32,      2.789,      0.000,      0.000,        2.235,       -0.940,     -1.377
130             ,  129 31 48 ,  112 43 03,      3.087,      0.000,      0.000,        2.196,       -1.813,     -1.192
131             ,  142 16 22 ,  106 28 54,      3.615,      0.000,      0.000,        2.121,       -2.741,     -1.026
132             ,  153 35 15 ,   99 36 44,      4.609,      0.000,      0.000,        2.022,       -4.070,     -0.770
133             ,  159 12 07 ,  106 05 29,      4.656,      0.000,      0.000,        1.589,       -4.182,     -1.291
134             ,  152 58 34 ,  109 42 36,      4.021,      0.000,      0.000,        1.720,       -3.372,     -1.356
135             ,  141 53 52 ,  113 06 09,      3.405,      0.000,      0.000,        1.933,       -2.465,     -1.336
136             ,  129 48 59 ,  116 49 09,      3.024,      0.000,      0.000,        2.073,       -1.728,     -1.364
137             ,  146 32 48 ,  107 14 36,      3.776,      0.000,      0.000,        1.988,       -3.009,     -1.119
138             ,  155 28 42 ,  101 50 53,      4.614,      0.000,      0.000,        1.874,       -4.108,     -0.947
139             ,  105 50 56 ,  119 00 15,      2.745,      0.000,      0.000,        2.310,       -0.656,     -1.331
140             ,  105 50 52 ,  109 07 04,      2.712,      0.000,      0.000,        2.465,       -0.700,     -0.888
141             ,  103 37 03 ,   99 17 01,      2.736,      0.000,      0.000,        2.625,       -0.636,     -0.441
142             ,  120 08 44 ,   92 32 34,      3.030,      0.000,      0.000,        2.618,       -1.520,     -0.134
143             ,  123 30 04 ,  101 38 43,      2.996,      0.000,      0.000,        2.447,       -1.619,     -0.605
144             ,  126 41 02 ,  111 53 22,      3.026,      0.000,      0.000,        2.252,       -1.677,     -1.128
145             ,  140 39 50 ,  105 10 52,      3.572,      0.000,      0.000,        2.185,       -2.666,     -0.935
146             ,  137 16 05 ,   95 50 34,      3.545,      0.000,      0.000,        2.393,       -2.590,     -0.361
147             ,  133 06 51 ,   85 09 44,      3.621,      0.000,      0.000,        2.634,       -2.466,      0.305
148             ,  143 23 20 ,   80 18 57,      4.494,      0.000,      0.000,        2.642,       -3.556,      0.756
149             ,  145 44 44 ,   89 05 09,      4.285,      0.000,      0.000,        2.412,       -3.541,      0.068
150             ,  149 47 26 ,   99 11 09,      4.307,      0.000,      0.000,        2.139,       -3.674,     -0.688
151             ,  152 49 02 ,   97 24 41,      4.655,      0.000,      0.000,        2.109,       -4.106,     -0.600
152             ,  150 03 34 ,   85 21 38,      4.886,      0.000,      0.000,        2.430,       -4.220,      0.395
153             ,  147 34 25 ,   78 52 58,      5.014,      0.000,      0.000,        2.638,       -4.153,      0.967
154             ,   21 10 28 ,   92 05 37,      7.102,      0.000,      0.000,        2.564,        6.618,     -0.259
155             ,   21 10 37 ,   86 11 03,      7.104,      0.000,      0.000,        2.561,        6.609,      0.473
156             ,   20 53 52 ,   79 28 41,      7.283,      0.000,      0.000,        2.554,        6.690,      1.330
157             ,   20 45 28 ,   72 22 33,      7.535,      0.000,      0.000,        2.545,        6.715,      2.281
158             ,   20 45 29 ,   69 48 40,      7.641,      0.000,      0.000,        2.542,        6.706,      2.637
159             ,   28 37 53 ,   92 56 46,      5.409,      0.000,      0.000,        2.588,        4.741,     -0.278
160             ,   28 37 53 ,   84 59 55,      5.410,      0.000,      0.000,        2.583,        4.731,      0.472
161             ,   28 37 54 ,   74 52 27,      5.563,      0.000,      0.000,        2.573,        4.714,      1.452
162             ,   28 37 56 ,   65 11 47,      5.898,      0.000,      0.000,        2.565,        4.699,      2.474
163             ,   35 08 22 ,   93 19 11,      4.522,      0.000,      0.000,        2.598,        3.692,     -0.262
